cd_cvm,empresa,data_fim,lucro,freq
000094,PANATLANTICA S.A.,2010-12-31,19967000.0,A
000140,YARA BRASIL FERTILIZANTES,2010-12-31,934667000.0,A
000701,BAHEMA EDUCAÇÃO S.A.,2010-12-31,47776000.0,A
000906,BCO BRADESCO S.A.,2010-12-31,10052193000.0,A
001023,BCO BRASIL S.A.,2010-12-31,11330345000.0,A
001120,BCO ESTADO DE SERGIPE S.A. - BANESE,2010-12-31,68091000.0,A
001155,BANESTES S.A. - BCO EST ESPIRITO SANTO,2010-12-31,142175000.0,A
001210,BCO ESTADO DO RIO GRANDE DO SUL S.A.,2010-12-31,760253000.0,A
001325,BCO MERCANTIL DO BRASIL S.A.,2010-12-31,191366000.0,A
001384,BCO ALFA DE INVESTIMENTO S.A.,2010-12-31,76849000.0,A
001520,BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL,2010-12-31,15002000.0,A
001562,BAUMER S.A.,2010-12-31,3717000.0,A
001597,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,2010-12-31,31767000.0,A
001694,BICICLETAS MONARK S.A.,2010-12-31,173861000.0,A
002062,CAFE SOLUVEL BRASILIA SA,2010-12-31,-280193000.0,A
002100,CAMBUCI S.A.,2010-12-31,9497000.0,A
002429,IRANI PAPEL E EMBALAGEM S.A.,2010-12-31,34361000.0,A
002437,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2010-12-31,2552985000.0,A
002453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2010-12-31,2257976000.0,A
002461,CENTRAIS ELET DE SANTA CATARINA S.A.,2010-12-31,273516000.0,A
002488,CERAMICA CHIARELLI SA,2010-12-31,-7859000.0,A
002909,CIA CACIQUE CAFE SOLUVEL,2010-12-31,9148000.0,A
003069,CIA FERRO LIGAS DA BAHIA - FERBASA,2010-12-31,133970000.0,A
003077,CIA FIACAO TECIDOS CEDRO CACHOEIRA,2010-12-31,14653000.0,A
003115,CIA SEGUROS ALIANCA DA BAHIA,2010-12-31,23457000.0,A
003158,CIA TECIDOS NORTE DE MINAS COTEMINAS,2010-12-31,9545000.0,A
003182,DOCAS INVESTIMENTOS SA,2010-12-31,-88315000.0,A
003190,REDE ENERGIA PARTICIPAÇÕES S.A.,2010-12-31,-374848000.0,A
003298,CIA HABITASUL DE PARTICIPACOES,2010-12-31,18109000.0,A
003328,CIA HIDRO ELÉTRICA DO SÃO FRANCISCO,2010-12-31,2177232000.0,A
003336,CIA. IGUAÇU DE CAFÉ SOLÚVEL,2010-12-31,8252000.0,A
003395,CIA INDUSTRIAL CATAGUASES,2010-12-31,14657000.0,A
003654,CIA MELHORAMENTOS DE SAO PAULO,2010-12-31,-25768000.0,A
003980,GERDAU S.A.,2010-12-31,2457379000.0,A
004030,CIA SIDERURGICA NACIONAL,2010-12-31,2516191000.0,A
004057,SOUZA CRUZ SA,2010-12-31,1449708000.0,A
004081,CIA TECIDOS SANTANENSE,2010-12-31,22724000.0,A
004146,KARSTEN S.A.,2010-12-31,17162000.0,A
004170,VALE S.A.,2010-12-31,30421492000.0,A
004359,ELEKEIROZ S.A.,2010-12-31,45201000.0,A
004537,GRAZZIOTIN S.A.,2010-12-31,33272941.0,A
004650,CONFAB INDUSTRIAL SA,2010-12-31,95582000.0,A
004669,GUARARAPES CONFECCOES S.A.,2010-12-31,337795000.0,A
004707,CONSORCIO ALFA DE ADMINISTRACAO S.A.,2010-12-31,69782000.0,A
004723,CONSTRUTORA ADOLPHO LINDENBERG S.A.,2010-12-31,-4698000.0,A
004774,CONSTRUTORA LIX DA CUNHA S.A.,2010-12-31,-3220000.0,A
004820,BRASKEM S.A.,2010-12-31,1889485000.0,A
004863,CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2010-12-31,10673000.0,A
005150,DHB IND E COMERCIO SA,2010-12-31,503852000.0,A
005207,DOHLER S.A.,2010-12-31,12388000.0,A
005312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,2010-12-31,10931000.0,A
005410,WEG S.A.,2010-12-31,533634000.0,A
005762,ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,102085000.0,A
005770,EUCATEX S.A. INDUSTRIA E COMERCIO,2010-12-31,119997000.0,A
005983,FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL,2010-12-31,-8421000.0,A
005991,VICUNHA TEXTIL SA,2010-12-31,69512000.0,A
006173,TAURUS ARMAS S.A.,2010-12-31,70310000.0,A
006211,FRAS-LE S.A.,2010-12-31,48567000.0,A
006343,TUPY S.A.,2010-12-31,154431000.0,A
006505,GRUPO CASAS BAHIA S.A.,2010-12-31,-65809000.0,A
006700,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,-17129000.0,A
006815,IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL,2010-12-31,-13398.0,A
007510,ROMI S.A.,2010-12-31,68750000.0,A
007544,TEXTIL RENAUXVIEW S.A.,2010-12-31,-18470000.0,A
007595,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,2010-12-31,44179000.0,A
007617,ITAÚSA S.A.,2010-12-31,5013000000.0,A
007811,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,89114000.0,A
007870,KEPLER WEBER S.A.,2010-12-31,25404000.0,A
008087,LOJAS AMERICANAS S.A.,2010-12-31,324201000.0,A
008133,LOJAS RENNER S.A.,2010-12-31,308028000.0,A
008192,TREVISA INVESTIMENTOS S.A.,2010-12-31,3425000.0,A
008397,MANGELS INDUSTRIAL S.A.,2010-12-31,21510000.0,A
008427,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,2010-12-31,-48821000.0,A
008451,MARCOPOLO S.A.,2010-12-31,295754000.0,A
008486,MARISOL SA,2010-12-31,22311000.0,A
008575,MAHLE-METAL LEVE S.A.,2010-12-31,83713000.0,A
008656,METALURGICA GERDAU S.A.,2010-12-31,2289168000.0,A
008672,IGUATEMI S.A.,2010-12-31,344322000.0,A
008745,METANOR SA METANOL DO NE,2010-12-31,-16617000.0,A
008753,METISA METALURGICA TIMBOENSE S.A.,2010-12-31,19852315.0,A
008893,MONTEIRO ARANHA S.A.,2010-12-31,111310000.0,A
009040,NADIR FIGUEIREDO IND E COM S.A.,2010-12-31,17797000.0,A
009067,SUZANO HOLDING S.A.,2010-12-31,764060000.0,A
009342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2010-12-31,30773000.0,A
009393,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,47510000.0,A
009512,PETROLEO BRASILEIRO S.A. PETROBRAS,2010-12-31,35901445000.0,A
009784,PRONOR PETROQUIMICA SA,2010-12-31,-34235000.0,A
009857,QGN PARTICIPAÇÕES SA,2010-12-31,-16925000.0,A
009954,ALFA HOLDINGS S.A.,2010-12-31,43244000.0,A
009989,REFINARIA DE PETROLEOS MANGUINHOS S.A.,2010-12-31,-159049000.0,A
010456,ALPARGATAS S.A.,2010-12-31,310452000.0,A
010472,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,61023000.0,A
010596,SERGEN SERVS GERAIS DE ENG SA,2010-12-31,-2735030.0,A
010880,SONDOTECNICA ENGENHARIA SOLOS S.A.,2010-12-31,5518000.0,A
010960,SPRINGER S.A.,2010-12-31,2032000.0,A
011070,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,2010-12-31,55122000.0,A
011223,TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,-138331000.0,A
011231,TEKNO S.A. - INDUSTRIA E COMERCIO,2010-12-31,24881000.0,A
011312,OI S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,1970860000.0,A
011320,TELEMAR NORTE LESTE SA,2010-12-31,1878410000.0,A
011398,TRONOX PIGMENTOS DO BRASIL S.A.,2010-12-31,-26922000.0,A
011592,UNIPAR CARBOCLORO S.A.,2010-12-31,30296000.0,A
011762,VULCABRAS S.A.,2010-12-31,121009000.0,A
011800,WEMBLEY SOCIEDADE ANÔNIMA,2010-12-31,12797000.0,A
011932,IOCHPE MAXION S.A.,2010-12-31,164153000.0,A
011975,AZEVEDO E TRAVASSOS S.A.,2010-12-31,16177000.0,A
011991,WETZEL S.A.,2010-12-31,-784000.0,A
012190,BOMBRIL S.A.,2010-12-31,28317000.0,A
012262,JPSP INVESTIMENTOS E PARTICIPAÇÕES S/A,2010-12-31,204895000.0,A
012530,ITAUTEC S.A. - GRUPO ITAUTEC,2010-12-31,11521000.0,A
012572,RECRUSUL S.A.,2010-12-31,-6492000.0,A
012653,KLABIN S.A.,2010-12-31,582152000.0,A
012696,SANSUY S.A. INDUSTRIA DE PLASTICOS,2010-12-31,-28941000.0,A
012793,FIBRIA CELULOSE S.A.,2010-12-31,603154000.0,A
012823,SIDERURGICA J. L. ALIPERTI S.A.,2010-12-31,4571000.0,A
012858,DIGITEL SA INDUSTRIA ELETRONICA,2010-12-31,2008.0,A
012866,INDÚSTRIA VEROLME S.A. - IVESA,2010-12-31,-90258000.0,A
013030,CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,22348000.0,A
013285,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,2010-12-31,13791000.0,A
013412,ÉVORA SA,2010-12-31,86204000.0,A
013471,PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,2010-12-31,9175000.0,A
013765,MINUPAR PARTICIPACOES S.A.,2010-12-31,-30362000.0,A
013773,PBG S/A,2010-12-31,32304000.0,A
013781,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,2010-12-31,91934000.0,A
013986,SUZANO S.A.,2010-12-31,768997000.0,A
014010,PREDILETO ALIMENTOS SA,2010-12-31,-17556.0,A
014028,VALE FERTILIZANTES S.A.,2010-12-31,99310000.0,A
014109,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,2010-12-31,351366000.0,A
014133,TEC TOY S.A.,2010-12-31,-2292000.0,A
014206,BRB BANCO DE BRASILIA S.A.,2010-12-31,262184000.0,A
014311,CIA PARANAENSE DE ENERGIA - COPEL,2010-12-31,1010281000.0,A
014320,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,2010-12-31,1583650000.0,A
014346,WHIRLPOOL S.A.,2010-12-31,637197000.0,A
014443,CIA SANEAMENTO BASICO EST SAO PAULO,2010-12-31,1630447000.0,A
014451,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2010-12-31,19617000.0,A
014460,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2010-12-31,685066000.0,A
014540,VBC ENERGIA SA,2010-12-31,364349000.0,A
014559,M&G POLIÉSTER SA,2010-12-31,-7812000.0,A
014621,NET SERVIÇOS DE COMUNICAÇÃO S.A.,2010-12-31,307151000.0,A
014664,SCHULZ S.A.,2010-12-31,47670000.0,A
014761,CIA HERING,2010-12-31,212013000.0,A
014796,FORPART S.A. - EM LIQUIDAÇÃO,2010-12-31,1375000.0,A
014826,CIA BRASILEIRA DE DISTRIBUICAO,2010-12-31,691735000.0,A
014931,DIXIE TOGA SA,2010-12-31,100343000.0,A
015083,KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL,2010-12-31,-626590.0,A
015091,LITEL PARTICIPACOES S.A.,2010-12-31,4975591000.0,A
015253,ENERGISA S.A.,2010-12-31,194648000.0,A
015300,RUMO MALHA NORTE S.A.,2010-12-31,341094000.0,A
015369,FERROVIA CENTRO-ATLANTICA S.A.,2010-12-31,-11665000.0,A
015458,EMBPAR PARTICIPAÇÕES S/A,2010-12-31,-3049000.0,A
015539,NEOENERGIA S.A.,2010-12-31,2064592000.0,A
015610,CECRISA REVESTIMENTOS CERAMICOS SA,2010-12-31,-8822000.0,A
015652,COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO,2010-12-31,-84860000.0,A
016101,GAFISA S.A.,2010-12-31,439980000.0,A
016225,VALETRON SA,2010-12-31,-300000.0,A
016233,BELAPART SA,2010-12-31,-351000.0,A
016292,BRF S.A.,2010-12-31,804996000.0,A
016306,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,188090000.0,A
016330,521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,2010-12-31,379739000.0,A
016390,TAM S.A.,2010-12-31,668930000.0,A
016438,SUL 116 PARTICIPACOES S.A.,2010-12-31,1739000.0,A
016497,EMPRESA NAC COM REDITO PART S.A.ENCORPAR,2010-12-31,6799000.0,A
016624,UPTICK PARTICIPACOES S.A.,2010-12-31,14562000.0,A
016632,DEXXOS PARTICIPAÇÕES S.A.,2010-12-31,-19356000.0,A
016659,PORTO SEGURO S.A.,2010-12-31,623363000.0,A
016675,CEL PARTICIPAÇÕES S.A. - CELPAR,2010-12-31,43569.0,A
016730,INEPAR ENERGIA SA,2010-12-31,-21061000.0,A
016748,CIA RIOGRANDENSE DE SANEAMENTO,2010-12-31,197693.0,A
016950,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,2010-12-31,11686000.0,A
016993,EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,2010-12-31,13974000.0,A
017329,ENGIE BRASIL ENERGIA S.A.,2010-12-31,1211649000.0,A
017337,RET PARTICIPACOES S.A.,2010-12-31,431000.0,A
017361,ZAIN PARTICIPACOES S.A.,2010-12-31,46000.0,A
017388,FUTURETEL S.A. - EM LIQUIDAÇÃO,2010-12-31,1777000.0,A
017418,TELINVEST S.A.,2010-12-31,-196000.0,A
017442,LF TEL SA,2010-12-31,228662000.0,A
017450,RUMO S.A.,2010-12-31,239879000.0,A
017493,CAPITALPART PARTICIPACOES S.A.,2010-12-31,-409841.0,A
017540,NEWTEL PARTICIPACOES S.A.,2010-12-31,1730000.0,A
017558,INNCORP S.A.,2010-12-31,-262143.0,A
017604,TELE NORTE CELULAR PARTICIPAÇÕES SA,2010-12-31,1827281000.0,A
017639,TIM PARTICIPACOES S.A.,2010-12-31,2211715000.0,A
017647,EMBRATEL PARTICIPAÇÕES SA,2010-12-31,765035000.0,A
017655,TELE NORTE LESTE PARTICIPAÇÕES SA,2010-12-31,1749496000.0,A
017671,TELEFÔNICA BRASIL S.A,2010-12-31,2398836000.0,A
017710,VIVO PARTICIPAÇÕES SA,2010-12-31,1893833000.0,A
017779,MAORI SA,2010-12-31,-6018000.0,A
017892,SANTOS BRASIL PARTICIPACOES S.A.,2010-12-31,111229000.0,A
017914,MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.,2010-12-31,39684000.0,A
017922,BRAZILIAN FINANCE E REAL ESTATE S.A.,2010-12-31,117020000.0,A
017930,RUMO MALHA PAULISTA S.A.,2010-12-31,85963000.0,A
017973,COGNA EDUCAÇÃO S.A.,2010-12-31,-29623000.0,A
018112,COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV,2010-12-31,7619243000.0,A
018287,VIRGO II COMPANHIA DE SECURITIZACAO,2010-12-31,9595000.0,A
018350,AES TIETE SA,2010-12-31,737339000.0,A
018376,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,2010-12-31,812171000.0,A
018414,PADTEC HOLDING S.A.,2010-12-31,-35468000.0,A
018465,ULTRAPAR PARTICIPACOES S.A.,2010-12-31,765186000.0,A
018635,PRIVATINVEST PARTICIPAÇÕES SA,2010-12-31,-262000.0,A
018651,ARAUCÁRIA PARTICIPAÇÕES SA,2010-12-31,-222742000.0,A
018660,CPFL ENERGIA S.A.,2010-12-31,1560037000.0,A
018678,TELEMAR PARTICIPAÇÕES SA,2010-12-31,1432431000.0,A
018708,CIA PARTICIPACOES ALIANCA DA BAHIA,2010-12-31,27497000.0,A
018716,CEMIG TELECOMUNICAÇÕES S.A.,2010-12-31,27261000.0,A
018724,BRADESPAR S.A.,2010-12-31,1780240000.0,A
018775,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2010-12-31,-10594000.0,A
018821,CCR S.A.,2010-12-31,677508000.0,A
018902,VICUNHA SIDERURGIA SA,2010-12-31,2603240000.0,A
018953,CPFL GERACAO DE ENERGIA S.A.,2010-12-31,245513000.0,A
018961,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,2010-12-31,121622000.0,A
018970,AES TIETE ENERGIA SA,2010-12-31,1787147000.0,A
018988,VOTORANTIM FINANÇAS SA,2010-12-31,671037000.0,A
019046,BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2010-12-31,65985000.0,A
019062,ANDRADE GUTIERREZ PARTICIPACOES S.A.,2010-12-31,424999000.0,A
019089,COARI PARTICIPAÇÕES SA,2010-12-31,-127343000.0,A
019100,ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,109053000.0,A
019143,EDITORA ABRIL S/A,2010-12-31,217533000.0,A
019216,CP CIMENTO E PARTICIPAÇÕES S/A,2010-12-31,36244000.0,A
019305,BIOMM S.A.,2010-12-31,-4273000.0,A
019313,AES ELPA S.A.,2010-12-31,1306490000.0,A
019330,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,2010-12-31,30672000.0,A
019348,ITAU UNIBANCO HOLDING S.A.,2010-12-31,12493000000.0,A
019402,GLOBAL BRASIL SA,2010-12-31,1.0,A
019437,ANDRADE GUTIERREZ CONCESSOES S.A.,2010-12-31,666678000.0,A
019445,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2010-12-31,669776000.0,A
019453,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2010-12-31,594039000.0,A
019550,NATURA COSMETICOS S.A.,2010-12-31,744050000.0,A
019569,GOL LINHAS AEREAS INTELIGENTES S.A.,2010-12-31,214197000.0,A
019615,GRENDENE S.A.,2010-12-31,312467000.0,A
019623,DIAGNOSTICOS DA AMERICA S.A.,2010-12-31,97966000.0,A
019631,CAMARGO CORREA CIMENTOS SA,2010-12-31,226404000.0,A
019658,POMIFRUTAS S/A EM RECUPERACAO JUDICIAL,2010-12-31,-35046000.0,A
019739,LOCALIZA RENT A CAR S.A.,2010-12-31,255892000.0,A
019763,EDP - ENERGIAS DO BRASIL S.A.,2010-12-31,736641000.0,A
019771,ARTERIS S.A.,2010-12-31,304249000.0,A
019798,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,2010-12-31,-5425000.0,A
019801,BUDDEMEYER S/A,2010-12-31,12152000.0,A
019860,RB CAPITAL SECURITIZADORA S.A.,2010-12-31,10037000.0,A
019879,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,575150000.0,A
019887,UNIVERSO ONLINE SA,2010-12-31,97305000.0,A
019909,BR MALLS PARTICIPACOES S.A.,2010-12-31,634272000.0,A
019917,TEMPO PARTICIPAÇOES S/A,2010-12-31,28565000.0,A
019925,BR PROPERTIES S.A.,2010-12-31,813368000.0,A
019933,ITAUSEG PARTICIPAÇÕES SA,2010-12-31,1000193000.0,A
019992,TOTVS S.A.,2010-12-31,137528000.0,A
020010,EQUATORIAL ENERGIA S.A.,2010-12-31,286098000.0,A
020028,VALID SOLUÇÕES S.A.,2010-12-31,93920000.0,A
020060,LUPATECH S.A,2010-12-31,-73160000.0,A
020087,EMBRAER S.A.,2010-12-31,600178000.0,A
020125,ODONTOPREV S.A.,2010-12-31,219427000.0,A
020141,CREMER SA,2010-12-31,32201000.0,A
020168,ÓLEO E GÁS PARTICIPAÇÕES S.A.,2010-12-31,-135525000.0,A
020214,AMPLA INVESTIMENTOS E SERVIÇOS S/A,2010-12-31,395233000.0,A
020257,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,2010-12-31,428630000.0,A
020265,BROOKFIELD INCORPORAÇÕES S.A.,2010-12-31,363669000.0,A
020320,CEMIG GERACAO E TRANSMISSAO S.A.,2010-12-31,1084110000.0,A
020338,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,2010-12-31,351641000.0,A
020346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,2010-12-31,34382000.0,A
020354,TERRA SANTA AGRO S.A.,2010-12-31,-22910000.0,A
020362,POSITIVO TECNOLOGIA S.A.,2010-12-31,89196000.0,A
020370,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,2010-12-31,132031000.0,A
020400,SAFRA COMPANHIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,2010-12-31,43784.0,A
020419,ONE PROPERTIES S.A.,2010-12-31,81019000.0,A
020435,TECNISA S.A.,2010-12-31,200048000.0,A
020451,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,2010-12-31,71653000.0,A
020478,PDG REALTY S.A. EMPREEND E PARTICIPACOES,2010-12-31,789552000.0,A
020486,CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO SA,2010-12-31,143195000.0,A
020494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,2010-12-31,151600000.0,A
020524,EVEN CONSTRUTORA E INCORPORADORA S.A.,2010-12-31,255044000.0,A
020532,BCO SANTANDER (BRASIL) S.A.,2010-12-31,7382574000.0,A
020540,CPFL ENERGIAS RENOVÁVEIS S.A.,2010-12-31,-15713000.0,A
020567,BCO PINE S.A,2010-12-31,162073000.0,A
020575,JBS S.A.,2010-12-31,-264000000.0,A
020605,JHSF PARTICIPACOES S.A.,2010-12-31,213466000.0,A
020613,METALFRIO SOLUTIONS S.A.,2010-12-31,70817000.0,A
020621,FERTILIZANTES HERINGER S.A.,2010-12-31,61805000.0,A
020630,FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2010-12-31,45158000.0,A
020656,BEMATECH IND COM EQUIP ELETRONICOS SA,2010-12-31,34267000.0,A
020680,BANCO SOFISA SA,2010-12-31,80095000.0,A
020702,VIVER INCORPORADORA E CONSTRUTORA S.A.,2010-12-31,67373000.0,A
020710,LOG-IN LOGISTICA INTERMODAL S.A.,2010-12-31,18300000.0,A
020745,SLC AGRICOLA S.A.,2010-12-31,58613000.0,A
020753,BANCO CRUZEIRO DO SUL SA,2010-12-31,-68836000.0,A
020770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,2010-12-31,245462000.0,A
020788,MARFRIG GLOBAL FOODS S.A.,2010-12-31,140092000.0,A
020796,BCO DAYCOVAL S.A.,2010-12-31,249172000.0,A
020800,TEGMA GESTAO LOGISTICA S.A.,2010-12-31,112302000.0,A
020842,MAGNESITA REFRATARIOS S.A.,2010-12-31,92344000.0,A
020850,ALLIS PARTICIPAÇÕES S.A.,2010-12-31,-20954000.0,A
020877,HELBOR EMPREENDIMENTOS S.A.,2010-12-31,182058000.0,A
020885,BCO INDUSVAL S.A.,2010-12-31,26409000.0,A
020907,BHG S.A. - BRAZIL HOSPITALITY GROUP,2010-12-31,-6172000.0,A
020915,MRV ENGENHARIA E PARTICIPACOES S.A.,2010-12-31,675199000.0,A
020931,MINERVA S.A.,2010-12-31,22898000.0,A
020958,BCO ABC BRASIL S.A.,2010-12-31,202757000.0,A
020966,SPRINGS GLOBAL PARTICIPACOES S.A.,2010-12-31,-18432000.0,A
020974,COMPANHIA PROVIDENCIA IND E COMERCIO,2010-12-31,23814000.0,A
020982,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,2010-12-31,228998000.0,A
020990,AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,33587000.0,A
021008,GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,2010-12-31,-11355000.0,A
021016,YDUQS PARTICIPACOES S.A.,2010-12-31,80660000.0,A
021032,ALGAR TELECOM S/A,2010-12-31,131023000.0,A
021040,SYN PROP & TECH S.A.,2010-12-31,107988000.0,A
021067,MOURA DUBEUX ENGENHARIA S/A,2010-12-31,159190000.0,A
021091,DEXCO S.A.,2010-12-31,467247000.0,A
021113,BANCO INDUSTRIAL E COMERCIAL S/A,2010-12-31,295088000.0,A
021121,SUL AMERICA S.A.,2010-12-31,612901000.0,A
021130,TRISUL S.A.,2010-12-31,39989000.0,A
021148,CONSTRUTORA TENDA S.A.,2010-12-31,123774000.0,A
021156,J. MACEDO S.A.,2010-12-31,17533000.0,A
021172,AMIL PARTICIPAÇÕES S/A,2010-12-31,131627000.0,A
021180,NEXPE PARTICIPAÇÕES S.A,2010-12-31,76603000.0,A
021199,BCO PAN S.A.,2010-12-31,-187297000.0,A
021202,VIX LOGÍSTICA S.A.,2010-12-31,36423183.0,A
021237,ENEVA S.A,2010-12-31,-255614000.0,A
021261,MONTICIANO PARTICIPAÇÕES S/A,2010-12-31,-96974000.0,A
021300,ALIANSCE SHOPPING CENTERS S.A.,2010-12-31,56132000.0,A
021342,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,-77176000.0,A
021350,DIRECIONAL ENGENHARIA S.A.,2010-12-31,166552000.0,A
021377,BANCO INDUSTRIAL DO BRASIL,2010-12-31,55156000.0,A
021393,CIA CELG DE PARTICIPACOES - CELGPAR,2010-12-31,-630439000.0,A
021415,BRZ INVESTIMENTOS S/A,2010-12-31,11268000.0,A
021431,HYPERA S.A.,2010-12-31,261901000.0,A
021440,VESTE S.A. ESTILO,2010-12-31,37055000.0,A
021482,PRUMO LOGISTICA SA,2010-12-31,-25381000.0,A
021490,ALUPAR INVESTIMENTO S/A,2010-12-31,448474000.0,A
021520,MULTINER S/A,2010-12-31,-123876000.0,A
021539,REP REAL ESTATE PARTNERS DESENV IMOB SA,2010-12-31,44076.0,A
021555,LOCAMÉRICA RENT-A-CAR S.A.,2010-12-31,-126147000.0,A
021610,"B3 S.A. - BRASIL, BOLSA, BALCÃO",2010-12-31,1144486000.0,A
021636,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,2010-12-31,1498000.0,A
021652,CTX PARTICIPAÇÕES S/A,2010-12-31,99627000.0,A
021717,TARPON INVESTIMENTOS S.A.,2010-12-31,139020000.0,A
021733,CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2010-12-31,1830914000.0,A
021741,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,2010-12-31,-870000.0,A
021776,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,2010-12-31,-25037000.0,A
021792,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,2010-12-31,112319000.0,A
021806,AGV HOLDING S/A,2010-12-31,-11763000.0,A
021881,FLEURY S.A.,2010-12-31,130001000.0,A
021903,ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2010-12-31,292692000.0,A
022020,JSL S.A.,2010-12-31,93041000.0,A
022055,MARISA LOJAS S.A.,2010-12-31,208675000.0,A
022110,OMEGA ENERGIA RENOVÁVEL S/A,2010-12-31,-19615000.0,A
022128,REDENTOR ENERGIA S/A,2010-12-31,60637000.0,A
022144,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,2010-12-31,-20839.0,A
022187,PRIO S.A.,2010-12-31,-142370000.0,A
022217,ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,2010-12-31,13071000.0,A
022292,STEIN SP II PARTICIPAÇÕES S.A.,2010-12-31,-4237000.0,A
022349,AZZAS 2154 S.A.,2010-12-31,64534000.0,A
022357,ALLOS S.A.,2010-12-31,212760000.0,A
022365,ENAUTA PARTICIPAÇÕES S.A.,2010-12-31,35595000.0,A
022373,ELETROSOM S/A,2010-12-31,26030000.0,A
022381,AUTOMETAL S.A.,2010-12-31,144737000.0,A
